Group_ID,Dyad_ID,IndividualA_ID,IndividualB_ID,Year,DSI,RValue_Dyad,KinshipCategory_Dyad,AgeDifference_years_Dyad,DominanceRank_IndividualA,DominanceRank_IndB,Centrality_IndividualA,Centrality_IndividualB,PresenceMaleInfant_IndividualA,PresenceFemaleInfant_IndividualA,PresenceMaleInfant_IndividualB,PresenceFemaleInfant_IndividualB
1,58,30,8,2011,2.778,0.000,maternal non-kin,4.000,0.400,0.700,0.863,0.887,0,0,0,0
1,59,32,8,2005,0.349,0.061,maternal non-kin,1.300,0.500,0.000,NA,NA,0,0,0,0
1,59,32,8,2006,0.593,0.061,maternal non-kin,1.300,0.200,0.400,NA,NA,0,1,0,0
1,59,32,8,2007,0.126,0.061,maternal non-kin,1.300,0.333,0.500,NA,NA,0,1,1,0
1,59,32,8,2008,0.225,0.061,maternal non-kin,1.300,0.000,0.667,NA,NA,0,0,0,0
1,59,32,8,2009,0.413,0.061,maternal non-kin,1.300,0.111,0.778,0.619,0.809,0,0,0,1
1,59,32,8,2010,0.147,0.061,maternal non-kin,1.300,0.200,0.700,0.602,0.845,0,0,0,0
1,59,32,8,2011,0.447,0.061,maternal non-kin,1.300,0.100,0.700,0.875,0.887,0,0,0,0
2,60,12,9,2007,1.593,0.454,maternal sib,2.200,0.000,0.333,NA,NA,0,0,0,1
2,60,12,9,2008,2.228,0.454,maternal sib,2.200,0.000,0.333,NA,NA,0,0,0,1
2,60,12,9,2009,0.465,0.454,maternal sib,2.200,0.000,0.300,0.894,0.824,1,0,0,1
2,60,12,9,2010,0.218,0.454,maternal sib,2.200,0.000,0.333,0.774,0.760,0,0,0,0
2,60,12,9,2011,1.098,0.454,maternal sib,2.200,0.000,0.333,0.921,0.800,0,0,0,0
2,61,13,9,2007,1.417,0.076,maternal non-kin,2.700,1.000,0.333,NA,NA,0,0,0,1
2,61,13,9,2008,0.000,0.076,maternal non-kin,2.700,1.000,0.333,NA,NA,0,0,0,1
2,61,13,9,2009,0.270,0.076,maternal non-kin,2.700,1.000,0.300,0.959,0.824,0,0,0,1
2,61,13,9,2010,0.390,0.076,maternal non-kin,2.700,1.000,0.333,0.939,0.760,0,0,0,0
2,61,13,9,2011,0.054,0.076,maternal non-kin,2.700,1.000,0.333,0.969,0.800,0,0,0,0
2,62,14,9,2007,0.540,0.049,maternal non-kin,6.700,0.667,0.333,NA,NA,1,0,0,1
2,62,14,9,2008,0.412,0.049,maternal non-kin,6.700,0.556,0.333,NA,NA,1,0,0,1
2,62,14,9,2009,0.248,0.049,maternal non-kin,6.700,0.500,0.300,0.929,0.824,0,0,0,1
2,62,14,9,2010,1.004,0.049,maternal non-kin,6.700,0.444,0.333,0.800,0.760,0,0,0,0
2,62,14,9,2011,3.153,0.049,maternal non-kin,6.700,0.556,0.333,0.917,0.800,0,0,0,0
2,63,15,9,2007,1.582,0.300,maternal non-kin,14.700,0.889,0.333,NA,NA,0,1,0,1
2,63,15,9,2008,0.973,0.300,maternal non-kin,14.700,0.889,0.333,NA,NA,0,1,0,1
2,63,15,9,2009,0.000,0.300,maternal non-kin,14.700,0.900,0.300,0.887,0.824,0,1,0,1
2,64,16,9,2007,1.065,0.052,maternal non-kin,12.700,0.778,0.333,NA,NA,1,0,0,1
2,64,16,9,2008,0.814,0.052,maternal non-kin,12.700,0.778,0.333,NA,NA,1,0,0,1
2,64,16,9,2009,0.758,0.052,maternal non-kin,12.700,0.600,0.300,0.929,0.824,1,0,0,1
2,64,16,9,2010,0.390,0.052,maternal non-kin,12.700,0.556,0.333,0.711,0.760,0,0,0,0
2,64,16,9,2011,0.202,0.052,maternal non-kin,12.700,0.667,0.333,0.834,0.800,1,0,0,0
2,65,17,9,2007,0.312,0.000,Excluded from model testing for effect of kinship categories,4.700,0.222,0.333,NA,NA,0,0,0,1
2,65,17,9,2008,0.930,0.000,Excluded from model testing for effect of kinship categories,4.700,0.222,0.333,NA,NA,0,0,0,1
2,65,17,9,2009,0.840,0.000,Excluded from model testing for effect of kinship categories,4.700,0.200,0.300,0.818,0.824,0,0,0,1
2,65,17,9,2010,1.037,0.000,Excluded from model testing for effect of kinship categories,4.700,0.222,0.333,0.830,0.760,1,0,0,0
2,65,17,9,2011,1.310,0.000,Excluded from model testing for effect of kinship categories,4.700,0.222,0.333,0.851,0.800,0,0,0,0
2,66,20,9,2009,0.702,0.513,maternal sib,3.400,0.100,0.300,0.844,0.824,1,0,0,1
2,66,20,9,2010,0.549,0.513,maternal sib,3.400,0.111,0.333,0.822,0.760,1,0,0,0
2,66,20,9,2011,1.287,0.513,maternal sib,3.400,0.111,0.333,0.921,0.800,0,0,0,0
2,67,21,9,2007,2.774,0.000,maternal non-kin,0.200,0.556,0.333,NA,NA,0,0,0,1
2,67,21,9,2008,0.789,0.000,maternal non-kin,0.200,0.667,0.333,NA,NA,0,0,0,1
2,67,21,9,2009,0.195,0.000,maternal non-kin,0.200,0.700,0.300,0.915,0.824,0,0,0,1
2,67,21,9,2010,0.104,0.000,maternal non-kin,0.200,0.778,0.333,0.889,0.760,0,0,0,0
2,67,21,9,2011,0.053,0.000,maternal non-kin,0.200,0.778,0.333,0.950,0.800,0,1,0,0
2,68,23,9,2007,0.875,0.390,maternal non-kin,1.300,0.444,0.333,NA,NA,0,0,0,1
2,68,23,9,2008,0.791,0.390,maternal non-kin,1.300,0.444,0.333,NA,NA,1,0,0,1
2,68,23,9,2009,1.857,0.390,maternal non-kin,1.300,0.400,0.300,0.789,0.824,0,1,0,1
2,68,23,9,2010,2.217,0.390,maternal non-kin,1.300,0.667,0.333,0.900,0.760,0,1,0,0
2,68,23,9,2011,0.371,0.390,maternal non-kin,1.300,0.444,0.333,0.911,0.800,0,0,0,0
2,69,24,9,2007,1.309,0.500,mother-offspring,16.700,0.111,0.333,NA,NA,1,0,0,1
2,69,24,9,2008,0.256,0.500,mother-offspring,16.700,0.111,0.333,NA,NA,1,0,0,1
3,70,19,10,2010,0.521,0.136,maternal non-kin,16.000,0.000,1.000,0.896,0.929,0,0,0,1
3,70,19,10,2011,0.313,0.136,maternal non-kin,16.000,0.000,1.000,0.837,0.941,0,0,0,1
3,71,22,10,2009,0.864,0.069,maternal non-kin,14.000,0.000,1.000,0.851,0.891,1,0,0,1
3,71,22,10,2010,0.317,0.069,maternal non-kin,14.000,0.286,1.000,0.754,0.929,1,0,0,1
3,71,22,10,2011,0.112,0.069,maternal non-kin,14.000,0.167,1.000,0.828,0.941,0,0,0,1
3,72,25,10,2005,1.361,0.186,maternal non-kin,6.900,0.750,1.000,NA,NA,0,1,1,0
3,72,25,10,2006,1.605,0.186,maternal non-kin,6.900,0.500,1.000,NA,NA,0,1,0,1
3,72,25,10,2007,1.666,0.186,maternal non-kin,6.900,0.250,1.000,NA,NA,1,0,0,1
3,72,25,10,2008,0.711,0.186,maternal non-kin,6.900,0.250,1.000,NA,NA,0,0,0,1
3,72,25,10,2009,0.576,0.186,maternal non-kin,6.900,0.600,1.000,0.750,0.891,0,0,0,1
3,72,25,10,2010,0.775,0.186,maternal non-kin,6.900,0.714,1.000,0.812,0.929,1,0,0,1
3,72,25,10,2011,0.195,0.186,maternal non-kin,6.900,0.500,1.000,0.830,0.941,0,0,0,1
3,73,31,10,2010,0.184,0.000,maternal non-kin,15.600,0.143,1.000,0.817,0.929,0,0,0,1
1,74,18,11,2009,0.455,0.000,maternal non-kin,1.900,0.000,0.556,0.729,0.810,0,0,0,0
1,74,18,11,2010,1.181,0.000,maternal non-kin,1.900,0.100,0.600,0.921,0.758,1,0,0,0
1,74,18,11,2011,0.326,0.000,maternal non-kin,1.900,0.600,0.500,0.887,0.875,1,0,0,0
1,75,26,11,2007,0.742,0.004,maternal non-kin,1.300,0.833,0.000,NA,NA,0,1,0,0
1,75,26,11,2008,0.926,0.004,maternal non-kin,1.300,0.833,0.167,NA,NA,0,0,0,0
1,75,26,11,2009,0.883,0.004,maternal non-kin,1.300,0.889,0.556,0.841,0.810,0,0,0,0
1,75,26,11,2010,0.785,0.004,maternal non-kin,1.300,0.900,0.600,0.951,0.758,0,0,0,0
1,75,26,11,2011,0.330,0.004,maternal non-kin,1.300,0.900,0.500,0.929,0.875,1,0,0,0
1,76,27,11,2007,0.258,0.061,maternal non-kin,12.900,0.167,0.000,NA,NA,0,0,0,0
1,76,27,11,2008,0.985,0.061,maternal non-kin,12.900,0.333,0.167,NA,NA,0,1,0,0
1,76,27,11,2009,0.194,0.061,maternal non-kin,12.900,0.222,0.556,0.609,0.810,0,0,0,0
1,76,27,11,2010,0.822,0.061,maternal non-kin,12.900,0.300,0.600,0.740,0.758,0,1,0,0
1,76,27,11,2011,0.000,0.061,maternal non-kin,12.900,0.200,0.500,0.731,0.875,0,0,0,0
1,77,28,11,2009,1.087,0.132,maternal non-kin,0.800,0.667,0.556,0.969,0.810,1,0,0,0
1,77,28,11,2010,0.232,0.132,maternal non-kin,0.800,0.800,0.600,0.882,0.758,0,0,0,0
1,77,28,11,2011,1.178,0.132,maternal non-kin,0.800,0.800,0.500,0.940,0.875,0,0,0,0
1,78,29,11,2007,2.173,0.164,maternal non-kin,3.700,1.000,0.000,NA,NA,0,1,0,0
1,78,29,11,2008,1.147,0.164,maternal non-kin,3.700,1.000,0.167,NA,NA,0,1,0,0
1,78,29,11,2009,0.398,0.164,maternal non-kin,3.700,1.000,0.556,0.879,0.810,0,0,0,0
1,78,29,11,2010,0.973,0.164,maternal non-kin,3.700,1.000,0.600,0.956,0.758,0,0,0,0
1,78,29,11,2011,1.875,0.164,maternal non-kin,3.700,1.000,0.500,0.976,0.875,0,1,0,0
1,79,30,11,2007,0.946,0.000,maternal non-kin,6.000,0.667,0.000,NA,NA,1,0,0,0
1,79,30,11,2008,0.686,0.000,maternal non-kin,6.000,0.500,0.167,NA,NA,0,0,0,0
1,79,30,11,2009,0.106,0.000,maternal non-kin,6.000,0.444,0.556,0.591,0.810,1,0,0,0
1,79,30,11,2010,0.489,0.000,maternal non-kin,6.000,0.500,0.600,0.692,0.758,0,0,0,0
1,79,30,11,2011,1.549,0.000,maternal non-kin,6.000,0.400,0.500,0.863,0.875,0,0,0,0
1,80,32,11,2007,0.868,0.047,maternal non-kin,3.200,0.333,0.000,NA,NA,0,1,0,0
1,80,32,11,2008,0.183,0.047,maternal non-kin,3.200,0.000,0.167,NA,NA,0,0,0,0
1,80,32,11,2009,0.106,0.047,maternal non-kin,3.200,0.111,0.556,0.619,0.810,0,0,0,0
1,80,32,11,2010,0.516,0.047,maternal non-kin,3.200,0.200,0.600,0.602,0.758,0,0,0,0
1,80,32,11,2011,0.651,0.047,maternal non-kin,3.200,0.100,0.500,0.875,0.875,0,0,0,0
2,81,13,12,2007,0.237,0.166,maternal non-kin,4.900,1.000,0.000,NA,NA,0,0,0,0
2,81,13,12,2008,0.441,0.166,maternal non-kin,4.900,1.000,0.000,NA,NA,0,0,0,0
2,81,13,12,2009,0.345,0.166,maternal non-kin,4.900,1.000,0.000,0.959,0.894,0,0,1,0
2,81,13,12,2010,0.209,0.166,maternal non-kin,4.900,1.000,0.000,0.939,0.774,0,0,0,0
2,81,13,12,2011,0.109,0.166,maternal non-kin,4.900,1.000,0.000,0.969,0.921,0,0,0,0
2,82,14,12,2007,0.263,0.247,maternal non-kin,8.900,0.667,0.000,NA,NA,1,0,0,0
2,82,14,12,2008,0.457,0.247,maternal non-kin,8.900,0.556,0.000,NA,NA,1,0,0,0
2,82,14,12,2009,0.775,0.247,maternal non-kin,8.900,0.500,0.000,0.929,0.894,0,0,1,0
2,82,14,12,2010,0.975,0.247,maternal non-kin,8.900,0.444,0.000,0.800,0.774,0,0,0,0
2,82,14,12,2011,0.543,0.247,maternal non-kin,8.900,0.556,0.000,0.917,0.921,0,0,0,0
2,83,15,12,2007,0.421,0.351,maternal non-kin,16.900,0.889,0.000,NA,NA,0,1,0,0
2,83,15,12,2008,0.737,0.351,maternal non-kin,16.900,0.889,0.000,NA,NA,0,1,0,0
2,83,15,12,2009,1.286,0.351,maternal non-kin,16.900,0.900,0.000,0.887,0.894,0,1,1,0
2,84,16,12,2007,0.039,0.035,maternal non-kin,14.900,0.778,0.000,NA,NA,1,0,0,0
2,84,16,12,2008,0.470,0.035,maternal non-kin,14.900,0.778,0.000,NA,NA,1,0,0,0
2,84,16,12,2009,0.270,0.035,maternal non-kin,14.900,0.600,0.000,0.929,0.894,1,0,1,0
2,84,16,12,2010,0.107,0.035,maternal non-kin,14.900,0.556,0.000,0.711,0.774,0,0,0,0
2,84,16,12,2011,0.256,0.035,maternal non-kin,14.900,0.667,0.000,0.834,0.921,1,0,0,0
2,85,17,12,2007,1.173,0.000,Excluded from model testing for effect of kinship categories,6.900,0.222,0.000,NA,NA,0,0,0,0
2,85,17,12,2008,1.438,0.000,Excluded from model testing for effect of kinship categories,6.900,0.222,0.000,NA,NA,0,0,0,0
2,85,17,12,2009,0.674,0.000,Excluded from model testing for effect of kinship categories,6.900,0.200,0.000,0.818,0.894,0,0,1,0
2,85,17,12,2010,1.261,0.000,Excluded from model testing for effect of kinship categories,6.900,0.222,0.000,0.830,0.774,1,0,0,0
2,85,17,12,2011,1.475,0.000,Excluded from model testing for effect of kinship categories,6.900,0.222,0.000,0.851,0.921,0,0,0,0
2,86,20,12,2009,0.075,0.409,maternal sib,1.200,0.100,0.000,0.844,0.894,1,0,1,0
2,86,20,12,2010,0.000,0.409,maternal sib,1.200,0.111,0.000,0.822,0.774,1,0,0,0
2,86,20,12,2011,0.899,0.409,maternal sib,1.200,0.111,0.000,0.921,0.921,0,0,0,0
2,87,21,12,2007,0.226,0.179,maternal non-kin,2.500,0.556,0.000,NA,NA,0,0,0,0
2,87,21,12,2008,0.352,0.179,maternal non-kin,2.500,0.667,0.000,NA,NA,0,0,0,0
2,87,21,12,2009,0.675,0.179,maternal non-kin,2.500,0.700,0.000,0.915,0.894,0,0,1,0
2,87,21,12,2010,0.413,0.179,maternal non-kin,2.500,0.778,0.000,0.889,0.774,0,0,0,0
2,87,21,12,2011,0.053,0.179,maternal non-kin,2.500,0.778,0.000,0.950,0.921,0,1,0,0
2,88,23,12,2007,0.885,0.373,maternal non-kin,0.900,0.444,0.000,NA,NA,0,0,0,0
2,88,23,12,2008,0.576,0.373,maternal non-kin,0.900,0.444,0.000,NA,NA,1,0,0,0
2,88,23,12,2009,1.026,0.373,maternal non-kin,0.900,0.400,0.000,0.789,0.894,0,1,1,0
2,88,23,12,2010,1.323,0.373,maternal non-kin,0.900,0.667,0.000,0.900,0.774,0,1,0,0
2,88,23,12,2011,0.457,0.373,maternal non-kin,0.900,0.444,0.000,0.911,0.921,0,0,0,0
2,89,24,12,2007,2.013,0.507,mother-offspring,18.900,0.111,0.000,NA,NA,1,0,0,0
2,89,24,12,2008,1.491,0.507,mother-offspring,18.900,0.111,0.000,NA,NA,1,0,0,0
2,90,14,13,2007,0.578,0.000,maternal non-kin,4.000,0.667,1.000,NA,NA,1,0,0,0
2,90,14,13,2008,0.792,0.000,maternal non-kin,4.000,0.556,1.000,NA,NA,1,0,0,0
2,90,14,13,2009,0.074,0.000,maternal non-kin,4.000,0.500,1.000,0.929,0.959,0,0,0,0
2,90,14,13,2010,0.739,0.000,maternal non-kin,4.000,0.444,1.000,0.800,0.939,0,0,0,0
2,90,14,13,2011,1.001,0.000,maternal non-kin,4.000,0.556,1.000,0.917,0.969,0,0,0,0
2,91,15,13,2007,5.895,0.213,mother-offspring,12.000,0.889,1.000,NA,NA,0,1,0,0
2,91,15,13,2008,4.077,0.213,mother-offspring,12.000,0.889,1.000,NA,NA,0,1,0,0
2,91,15,13,2009,1.119,0.213,mother-offspring,12.000,0.900,1.000,0.887,0.959,0,1,0,0
2,92,16,13,2007,0.904,0.000,maternal non-kin,10.000,0.778,1.000,NA,NA,1,0,0,0
2,92,16,13,2008,1.225,0.000,maternal non-kin,10.000,0.778,1.000,NA,NA,1,0,0,0
2,92,16,13,2009,3.447,0.000,maternal non-kin,10.000,0.600,1.000,0.929,0.959,1,0,0,0
2,92,16,13,2010,0.104,0.000,maternal non-kin,10.000,0.556,1.000,0.711,0.939,0,0,0,0
2,92,16,13,2011,1.211,0.000,maternal non-kin,10.000,0.667,1.000,0.834,0.969,1,0,0,0
2,93,17,13,2007,0.161,0.175,Excluded from model testing for effect of kinship categories,2.000,0.222,1.000,NA,NA,0,0,0,0
2,93,17,13,2008,0.221,0.175,Excluded from model testing for effect of kinship categories,2.000,0.222,1.000,NA,NA,0,0,0,0
2,93,17,13,2009,1.696,0.175,Excluded from model testing for effect of kinship categories,2.000,0.200,1.000,0.818,0.959,0,0,0,0
2,93,17,13,2010,1.319,0.175,Excluded from model testing for effect of kinship categories,2.000,0.222,1.000,0.830,0.939,1,0,0,0
2,93,17,13,2011,0.331,0.175,Excluded from model testing for effect of kinship categories,2.000,0.222,1.000,0.851,0.969,0,0,0,0
2,94,20,13,2009,0.344,0.049,maternal non-kin,6.100,0.100,1.000,0.844,0.959,1,0,0,0
2,94,20,13,2010,0.426,0.049,maternal non-kin,6.100,0.111,1.000,0.822,0.939,1,0,0,0
2,94,20,13,2011,0.264,0.049,maternal non-kin,6.100,0.111,1.000,0.921,0.969,0,0,0,0
2,95,21,13,2007,0.596,0.000,maternal non-kin,2.500,0.556,1.000,NA,NA,0,0,0,0
2,95,21,13,2008,1.875,0.000,maternal non-kin,2.500,0.667,1.000,NA,NA,0,0,0,0
2,95,21,13,2009,1.709,0.000,maternal non-kin,2.500,0.700,1.000,0.915,0.959,0,0,0,0
2,95,21,13,2010,1.051,0.000,maternal non-kin,2.500,0.778,1.000,0.889,0.939,0,0,0,0
2,95,21,13,2011,2.714,0.000,maternal non-kin,2.500,0.778,1.000,0.950,0.969,0,1,0,0
2,96,23,13,2007,0.350,0.195,maternal non-kin,4.000,0.444,1.000,NA,NA,0,0,0,0
2,96,23,13,2008,0.567,0.195,maternal non-kin,4.000,0.444,1.000,NA,NA,1,0,0,0
2,96,23,13,2009,1.871,0.195,maternal non-kin,4.000,0.400,1.000,0.789,0.959,0,1,0,0
2,96,23,13,2010,0.000,0.195,maternal non-kin,4.000,0.667,1.000,0.900,0.939,0,1,0,0
2,96,23,13,2011,1.050,0.195,maternal non-kin,4.000,0.444,1.000,0.911,0.969,0,0,0,0
2,97,24,13,2007,1.212,0.482,maternal non-kin,14.000,0.111,1.000,NA,NA,1,0,0,0
2,97,24,13,2008,0.502,0.482,maternal non-kin,14.000,0.111,1.000,NA,NA,1,0,0,0
2,98,15,14,2007,0.525,0.000,maternal non-kin,8.000,0.889,0.667,NA,NA,0,1,1,0
2,98,15,14,2008,0.980,0.000,maternal non-kin,8.000,0.889,0.556,NA,NA,0,1,1,0
2,98,15,14,2009,0.000,0.000,maternal non-kin,8.000,0.900,0.500,0.887,0.929,0,1,0,0
2,99,16,14,2007,1.693,0.500,mother-offspring,6.000,0.778,0.667,NA,NA,1,0,1,0
2,99,16,14,2008,2.614,0.500,mother-offspring,6.000,0.778,0.556,NA,NA,1,0,1,0
2,99,16,14,2009,2.897,0.500,mother-offspring,6.000,0.600,0.500,0.929,0.929,1,0,0,0
2,99,16,14,2010,2.633,0.500,mother-offspring,6.000,0.556,0.444,0.711,0.800,0,0,0,0
2,99,16,14,2011,2.616,0.500,mother-offspring,6.000,0.667,0.556,0.834,0.917,1,0,0,0
2,100,17,14,2007,0.232,0.026,Excluded from model testing for effect of kinship categories,2.000,0.222,0.667,NA,NA,0,0,1,0
2,100,17,14,2008,0.412,0.026,Excluded from model testing for effect of kinship categories,2.000,0.222,0.556,NA,NA,0,0,1,0
2,100,17,14,2009,0.736,0.026,Excluded from model testing for effect of kinship categories,2.000,0.200,0.500,0.818,0.929,0,0,0,0
2,100,17,14,2010,3.482,0.026,Excluded from model testing for effect of kinship categories,2.000,0.222,0.444,0.830,0.800,1,0,0,0
2,100,17,14,2011,2.164,0.026,Excluded from model testing for effect of kinship categories,2.000,0.222,0.556,0.851,0.917,0,0,0,0
2,101,20,14,2009,1.382,0.000,maternal non-kin,10.100,0.100,0.500,0.844,0.929,1,0,0,0
2,101,20,14,2010,0.326,0.000,maternal non-kin,10.100,0.111,0.444,0.822,0.800,1,0,0,0
2,101,20,14,2011,0.110,0.000,maternal non-kin,10.100,0.111,0.556,0.921,0.917,0,0,0,0
2,102,21,14,2007,1.511,0.270,maternal sib,6.500,0.556,0.667,NA,NA,0,0,1,0
2,102,21,14,2008,1.642,0.270,maternal sib,6.500,0.667,0.556,NA,NA,0,0,1,0
2,102,21,14,2009,1.504,0.270,maternal sib,6.500,0.700,0.500,0.915,0.929,0,0,0,0
